,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
766,Dupage,2013,14493,"Players for Pits, NFP",Carol Stream,60188,Animal Shelter,1,4,0,1,0,0,14,5,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,15,6,0,0
767,Dupage,2013,8282,"Secondhand Shelties, LTD",Addison,60101,,15,0,0,0,0,42,25,15,,0,52,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0
768,Dupage,2013,14477,Spay Illinois Petwell Clinic,Lisle,60532,Animal Shelter,,,,,,2,18,16,0,1,3,3,27,23,0,0,7,0,0,0,0,0,0,45,39,0,1
769,Dupage,2013,14577,3R Dog Rescue,Darien,60561,Animal Shelter,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
770,Dupage,2013,14370,The First Step Rescue,Downers Grove,60516,Animal Shelter,,,,,,,30,26,1,0,3,0,,,,,,0,,,,,,30,26,1,0
771,Dupage,2013,13675,Waifs & Strays Animal Rescue,Naperville,60565,,,,,,,11,14,20,0,0,5,12,69,56,0,0,25,0,,,,,0,83,76,0,0
772,Dupage,2013,6513,West Suburban Humane Society,Downers Grove,60515,Animal Shelter,,,,,,35,311,363,0,5,30,80,252,274,0,5,75,0,0,0,0,0,0,563,637,0,10
773,Dupage,2013,10612,A Caring Place All Breed Dog Rescue,Downers Grove,60516,Animal Shelter,,,,,,9,81,75,0,0,15,,,,,,,,,,,,,81,75,0,0
774,Dupage,2013,10857,Chicagoland Animal Rescue,Downers Grove,60515,Animal Shelter,,,,,,,,,,,,24,39,52,,,11,,,,,,,39,52,0,0
775,Dupage,2013,14463,Peace for Pits,Villa Park,60181,,,,,,,0,132,107,0,0,25,,1,1,,,0,,,,,,,133,108,0,0
776,Dupage,2013,13386,"Purrs Naperville, NFP",Naperville,60567-4432,Animal Shelter,0,0,239,100,0,,,,,,,35,285,339,57,0,38,,,,,,,285,339,57,0
777,Dupage,2013,14124,St. Sophia's Forgotten Felines,Addison,60101,Animal Shelter,,,,,,0,0,0,0,0,0,85,479,381,5,18,144,0,0,0,0,0,0,479,381,5,18
778,Dupage,2013,13675,Waifs & Strays Animal Rescue,Naperville,60565,,,,,,,11,14,20,0,0,5,12,69,56,0,0,25,0,,,,,0,83,76,0,0
779,Edgar,2012,14191,D & R Rescue Inc.,Paris,61944,Animal Shelter,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
780,Edgar,2011,14191,D & R Rescue Inc.,Paris,61944,Kennel Operator,,,,,,,0,0,0,0,,,,,,,,,,,,,,0,0,0,0
781,Edgar,2010,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,1,0,0,0,0,,214,1,202,11,,,15,15,0,0,,,0,0,0,0,,229,16,202,11
782,Edgar,2011,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,,,,,,10,356,182,152,24,7,,,,,,,,,,,,,356,182,152,24
783,Edgar,2012,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,,,,,,12,322,198,95,29,12,,,,,,,,,,,,,322,198,95,29
784,Edgar,2012,10793,"Edgar County Humane Association, Inc.",Paris,61944,Animal Shelter,,,,,,11,251,232,10,8,12,13,108,67,31,5,18,,,,,,,359,299,41,13
785,Edgar,2010,10793,"Edgar County Humane Association, Inc.",Paris,61944,Animal Shelter,,,,,,,277,191,16,8,,,153,131,12,10,,,,,,,,430,322,28,18
786,Edgar,2011,10793,"Edgar County Humane Association, Inc.",Paris,61944,Animal Shelter,,,,,,27,268,174,12,7,30,30,175,109,45,16,32,,,,,,,443,283,57,23
787,Edgar,2012,14183,"Rescue Me Clifford, Inc.",Paris ,61944,Animal Shelter,,,,,,,100,88,1,0,12,,0,,,,,,0,,,,,100,88,1,0
788,Edgar,2011,14183,"Rescue Me Clifford, Inc.",Paris,61944,Animal Shelter,,,,,,0,132,126,,,6,0,0,,,,,,,,,,,132,126,0,0
789,Edgar,2010,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,,,,,,,162,112,2,0,,,0,0,0,0,,,0,0,0,0,,162,112,2,0
790,Edgar,2011,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,,,,,,10,103,99,2,3,9,0,1,,,,1,2,,,,,2,104,99,2,3
791,Edgar,2012,13885,Save a Mutt Shelter & Rescue,Chrisman,61924,Animal Shelter,,,,,,10,89,86,1,0,12,,,,,,,,,,,,,89,86,1,0
792,Edgar,2013,169,Edgar County Animal Control,Paris,61944-0381,Animal Control,,,,,,8,247,196,51,21,8,0,,,,,0,0,,,,,0,247,196,51,21
793,Edgar,2014,14191,"D & R Rescue, Inc.",Paris,61944-6069,Animal Shelter,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
794,Edgar,2014,10793,"Edgar County Humane Association, Inc.",Paris,61944-5152,Animal Shelter,,,,,,4,1,,1,1,2,24,114,118,1,3,18,,,,,,,115,118,2,4
795,Edgar,2014,14183,"Rescue Me Clifford, Inc.",Paris,61944-1707,Animal Shelter,,,,,,15,450,425,,2,23,,,,,,,,,,,,,450,425,0,2
796,Edgar,2014,13885,Safe A Mutt Shelter & Rescue,Chrisman,61924-8031,Animal Shelter,,,,,,5,158,151,4,3,0,,,,,,,,,,,,,158,151,4,3
797,Edgar,2014,169,Edgar County Animal Control,Paris,61944-0381,Animal Control Facility,55,0,0,0,0,14,265,55,67,26,16,0,,,,,0,0,,,,,0,265,55,67,26
798,Edgar,2013,,"D & R Rescue, Inc.",Paris,61944,Animal Shelter,,,,,0,0,42,40,0,2,0,0,98,90,0,8,0,,,,,,,140,130,0,10
799,Edgar,2013,14183,"Rescue Me Clifford, Inc.",Paris,61944,Animal Shelter,,,,,,15,335,320,0,0,15,,,,,,,,,,,,,335,320,0,0
800,Edgar,2013,13885,Save A Mutt Shelter & Rescue,Chrisman,61924,,,,,,,9,167,140,3,10,23,1,,,,,1,2,,,,,2,167,140,3,10
801,Edwards,2010,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,,,,,,,37,0,23,14,,,42,0,4,38,,,120,0,0,0,,199,0,27,52
802,Edwards,2011,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,,,,,,0,57,0,36,21,0,0,44,0,2,42,0,0,18,0,0,0,0,119,0,38,63
803,Edwards,2012,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,39,0,28,11,0,0,25,0,4,21,0,0,5,0,0,0,0,69,0,32,32
804,Edwards,2013,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,72,0,12,60,0,0,20,0,0,20,0,0,22,0,0,0,0,114,0,12,80
805,Edwards,2013,7794,Albion Animal Pound,Albion,62806-1016,Animal Control,0,0,0,0,0,0,72,0,12,60,0,0,20,0,0,20,0,0,22,0,0,0,0,114,0,12,80
806,Edwards,2014,7794,Albion Animal Pound,Albion,62806-1016,Animal Control Facility,0,0,0,0,0,0,35,0,17,18,0,0,25,2,23,2,0,,,,,,,60,2,40,20
807,Effingham,2012,13912,E.A.R.S.,Effingham,62401,Animal Shelter,,,,,,16,195,192,7,0,12,8,38,33,0,0,13,,,,,,,233,225,7,0
808,Effingham,2010,13912,E.A.R.S.,Effingham,62401,Animal Shelter,,,,,,,183,179,1,2,,,60,35,,4,,,1,,,,,244,214,1,6
809,Effingham,2011,13912,E.A.R.S.,Effingham,62401,Animal Shelter,,,,,,6,181,171,8,0,8,5,38,30,5,3,5,,,,,,,219,201,13,3
810,Effingham,2012,171,Effingham County Animal Control,Effingham,62401,Animal Control,39,15,2,0,0,7,203,54,45,111,7,0,64,2,0,62,0,0,3,0,0,3,0,270,56,45,176
811,Effingham,2010,171,Effingham County Animal Control,Effingham,62401,Animal Control,,,,,,,364,110,73,181,,,143,7,4,132,,,0,0,0,0,,507,117,77,313
812,Effingham,2011,171,Effingham County Animal Control,Effingham,62401,Animal Control,50,73,7,16,,9,340,123,66,151,5,3,169,23,0,146,0,,,,,,,509,146,66,297
813,Effingham,2010,10855,Effingham County Humane Society,Effingham,62401,Animal Shelter,,,,,,,88,72,6,0,,,69,65,0,2,,,0,0,0,0,,157,137,6,2
814,Effingham,2012,10855,Effingham County Humane Society,Effingham,62401,Animal Shelter,,,,,,9,61,63,7,0,11,38,59,60,0,1,40,0,1,1,0,0,0,121,124,7,1
815,Effingham,2011,10855,Effingham County Humane Society,Effingham,62401,Animal Shelter,,,,,,16,53,47,3,0,19,61,70,85,0,1,44,,,,,,,123,132,3,1
816,Effingham,2013,171,Effingham County Animal Control,Effingham,62401,Animal Control,40,7,1,0,0,7,238,47,62,127,9,0,152,1,6,141,4,0,10,0,0,10,0,400,48,68,278
817,Effingham,2014,13912,E.A.R.S.,Effingham,62401-6211,Animal Shelter,,,,,,12,161,144,12,0,17,4,79,75,0,1,7,,,,,,,240,219,12,1
818,Effingham,2014,171,Effingham County Animal Control,Effingham,62401-4080,,86,6,10,24,0,9,258,92,61,108,6,4,145,34,10,91,14,0,1,0,0,1,0,404,126,71,200
819,Effingham,2013,13912,E.A.R.S.,Effingham,62401,Animal Shelter,,,,,,12,205,194,6,0,17,8,61,55,0,0,14,,,,,,,266,249,6,0
820,Effingham,2013,10855,Effingham County Humane Society,Effingham,62401,Animal Shelter,,,,,,12,79,68,6,0,11,41,83,69,0,3,37,,,,,,,162,137,6,3
821,Fayette,2012,9936,Fayette County Animal Control,Vandalia,62471,,,,,,,7,536,41,53,444,5,0,213,0,3,210,0,0,0,0,0,0,0,749,41,56,654
822,Fayette,2010,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,,,,,,,916,72,63,781,,,314,1,3,310,,,0,0,0,0,,1230,73,66,1091
823,Fayette,2011,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,,,,,,7,444,43,24,377,4,0,129,2,0,127,0,,,,,,,573,45,24,504
824,Fayette,2012,11249,Second Chance Animal Rescue,Vandalia,62471,Kennel Operator,125,50,,,,222,200,,,,,,,,,,,,,,,,,200,0,0,0
825,Fayette,2010,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,50,120,,,,,170,170,,,,,,,,,,,,,,,,170,170,0,0
826,Fayette,2011,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,40,200,,,,,247,240,,,7,,,,,,,,,,,,,247,240,0,0
827,Fayette,2013,9936,Fayette County Animal Control,Vandalia,62471,Animal Control,,,,,,10,155,54,16,75,10,2,75,10,0,63,4,,,,,,,230,64,16,138
828,Fayette,2014,11249,Second Chance Animal Rescue,Vandalia,62471-4139,Kennel Operator & Animal Shelter,60,100,,,,15,150,160,,,5,4,1,5,,,,,,,,,,151,165,0,0
829,Fayette,2014,9936,Fayette County Animal Control,Vandalia,62471-4002,Animal Control Facility,,,,,,8,245,76,49,120,8,0,50,2,0,48,0,,,,,,,295,78,49,168
830,Fayette,2013,11249,Second Chance Animal Rescue,Vandalia,62471,Animal Shelter,160,14,,,,20,160,174,,,6,,,,,,,,,,,,,160,174,0,0
831,Franklin,2012,6989,City of Christopher,Christopher,62822,Animal Control,0,0,0,0,0,0,35,2,25,0,0,0,30,0,0,0,0,0,0,0,0,0,0,65,2,25,0
832,Franklin,2010,6989,City of Christopher,Christopher,62822,Animal Control,0,0,0,0,0,0,,79,5,27,49,,,23,22,1,,,,,,,,0,102,27,28
833,Franklin,2012,4486,Franklin County Animal Control,Benton,62812,Animal Control,98,,9,,0,,990,98,94,589,,,566,9,4,450,,0,,,,,0,1556,107,98,1039
834,Franklin,2011,4486,Franklin County Animal Control,Benton,62812,Animal Control,,,,,,,1128,120,160,550,,,396,12,8,132,0,0,0,0,0,4,0,1524,132,168,686
835,Franklin,2010,4486,Franklin County Dog Pound,Benton,62812,Animal Control,0,0,0,0,0,,1253,517,72,664,,,1265,380,16,869,,0,4,0,0,4,,2522,897,88,1537
836,Franklin,2010,13792,God's Little Creature Rescue,Christopher,62822,Animal Shelter,0,0,0,0,0,,0,0,0,0,,,428,418,0,0,,,0,0,0,0,,428,418,0,0
837,Franklin,2013,6989,City of Christopher,Christopher,62822,Animal Control,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
838,Franklin,2013,4486,Franklin County Animal Control,Benton,62812,Animal Control,0,0,0,0,0,8,772,118,128,523,11,6,1107,9,8,1090,0,,,,,,,1879,127,136,1613
839,Franklin,2013,14583,City of Zeigler Animal Control,Zeigler,62999,Animal Control,0,0,0,0,0,0,3,,3,,0,0,,,,,,0,0,,,,0,3,0,3,0
840,Franklin,2014,6989,City of Christopher,Christopher,62822-1253,Animal Control Facility,0,0,0,0,0,1,35,0,25,10,0,0,22,0,4,18,0,0,0,0,0,0,0,57,0,29,28
841,Franklin,2014,14583,City of Zeigler Animal Control,Zeigler,62999,Animal Control Facility,0,0,0,0,0,0,28,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,38,0,0,0
842,Franklin,2014,4486,Franklin County Animal Control,Benton,62812-0967,Animal Control Facility,49,1,5,1,,,615,50,118,304,,,807,6,8,745,,,0,0,0,0,,1422,56,126,1049
843,Fulton,2012,189,Fulton County Animal Control,Canton,61520,Animal Control,,,,,,20,546,438,100,8,,25,380,371,2,7,,,,,,,,926,809,102,15
844,Fulton,2010,189,Fulton County Animal Control,Canton,61520,Animal Shelter,,,,,,,574,432,137,,,,458,447,14,33,,,,,,,,1032,879,151,33
845,Fulton,2011,189,Fulton County Animal Control,Canton,61520,Animal Control,,,,,,,526,433,89,8,,,372,443,3,5,,,,,,,,898,876,92,13
846,Fulton,2012,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,,,,,,11,546,441,100,8,8,6,380,354,2,7,23,0,0,0,0,0,0,926,795,102,15
847,Fulton,2010,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,,,,,,,574,432,137,24,,,458,447,14,33,,,,,,,,1032,879,151,57
848,Fulton,2011,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,,,,,,19,521,433,89,7,11,85,372,443,3,5,6,,,,,,,893,876,92,12
849,Fulton,2012,14305,The Mighty Pits Rescue,Cuba,61427,Animal Shelter,8,2,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
850,Fulton,2013,189,Fulton County Animal Control,Canton,61520,Animal Control,,,,,,15,396,266,117,5,12,25,313,439,2,2,18,,,,,,,709,705,119,7
851,Fulton,2014,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,,,,,,,419,250,94,22,,,246,400,1,8,,,0,0,0,0,,665,650,95,30
852,Fulton,2014,189,Fulton County Animal Control,Canton,61520,Animal Control Facility,,,,,,,419,250,94,22,,,246,400,1,8,,,,,,,,665,650,95,30
853,Fulton,2013,9650,Humane Society of Fulton County,Canton,61520,Animal Shelter,,,,,,8,396,266,117,5,16,23,560,439,2,2,140,,,,,,,956,705,119,7
854,Gallatin,2012,14345,City of Shawneetown,Shawneetown,62984,Animal Control,,,,,,0,,,,,,0,,,,,,0,,,,,,0,0,0,0
855,Gallatin,2013,14345,City of Shawneetown,Shawneetown,62984,Animal Control,,,,,,0,17,2,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,17,2,4,7
856,Gallatin,2014,14345,City of Shawneetown Animal Control,Shawneetown,62984,Animal Control Facility,,,,,,3,23,4,7,14,1,0,,,,,,0,,,,,,23,4,7,14
857,Gallatin,2014,14625,Village of Ridgway,Ridgway,62979-0627,Animal Control Facility,,,,,,0,4,0,4,0,0,,,,,,,,,,,,,4,0,4,0
858,Greene,2012,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,,,,,,0,25,15,5,5,1,0,50,10,0,40,0,,,,,,,75,25,5,45
859,Greene,2010,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,,,,,,,200,48,23,129,,,98,2,1,95,,,,,,,,298,50,24,224
860,Greene,2011,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
861,Greene,2012,14292,Lazy P's Rescue Ranch,Roodhouse,62082,Animal Shelter,2,,,,,1,3,3,,,,0,0,0,,,,0,,,,,,3,3,0,0
862,Greene,2012,7375,Roodhouse Animal Control,Roodhouse,62082,Animal Control,0,0,0,0,0,0,22,7,15,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,7,15,0
863,Greene,2011,7375,Roodhouse Animal Control,Roodhouse,62082,Animal Control,,,,,,0,20,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,0
864,Greene,2010,7375,Roodhouse Animal Control,Roodhouse,62082,Animal Control,,,,,,,21,0,19,0,,,24,0,0,0,,,0,0,0,0,,45,0,19,0
865,Greene,2012,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,59,3,117,33,0,10,74,62,0,0,12,1,150,150,0,0,0,0,0,0,0,0,0,224,212,0,0
866,Greene,2010,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,139,12,43,29,0,,161,153,0,0,,,81,72,0,0,,,0,0,0,0,,242,225,0,0
867,Greene,2011,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,36,4,158,40,0,9,41,40,0,0,10,4,199,198,0,0,1,0,0,0,0,0,,240,238,0,0
868,Greene,2012,8432,White Hall Animal Control,White Hall,62092,Animal Control,,,,,,,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0
869,Greene,2010,8432,White Hall Animal Control,White Hall,62092,Animal Control,,,,,,,19,1,12,6,,,0,0,0,0,,,,,,,,19,1,12,6
870,Greene,2011,8432,White Hall Animal Control,White Hall,62092,Animal Control,,,,,,,48,27,21,,0,0,0,,,,0,0,,,,,,48,27,21,0
871,Greene,2013,12195,Ghrist Vet Clinic--Carrollton Branch,Carrollton,62016,Animal Control,0,0,0,0,0,0,15,2,9,4,0,0,23,7,0,16,0,0,,,,,,38,9,9,20
872,Greene,2013,8432,White Hall Animal Control,White Hall,62092,Animal Control,,,,,,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0
873,Greene,2014,8675,The Dog P.E.N.,Roodhouse,62082-1251,Animal Shelter,44,6,174,32,0,12,43,50,,,5,0,206,206,,,0,0,0,0,0,0,0,249,256,0,0
874,Greene,2014,12195,Ghrist Vet Clinic - Carrollton Branch,Carrollton,62016-9596,Animal Control Facility,,,,,,0,17,5,4,8,0,0,10,6,0,4,0,,,,,,,27,11,4,12
875,Greene,2014,8432,White Hall Animal Control,White Hall,62092-1397,Animal Control Facility,,,,,,3,16,7,9,0,0,0,0,0,0,0,0,,,,,,0,16,7,9,0
876,Greene,2013,8675,The Dog P.E.N.,Roodhouse,62082,Animal Shelter,55,11,140,38,0,12,66,66,0,0,12,0,178,178,0,0,0,0,0,0,0,0,0,244,244,0,0
877,Grundy,2012,14289,All Those Left Behind Animal Rescue,Morris,60450,Animal Shelter,,,,,,0,154,140,0,3,11,0,17,10,0,1,6,0,3,0,0,2,1,174,150,0,6
878,Grundy,2012,14078,Forever Friends Great Dane Rescue Inc.,Wisconsin Rapids,64495,Animal Shelter,,,,,,5,32,33,1,1,2,,,,,,,,,,,,,32,33,1,1
879,Grundy,2010,14078,Forever Friends Great Dane Rescue Inc.,Verona,60479,Animal Shelter,,,,,,,10,6,,,,,,,,,,,,,,,,10,6,0,0
880,Grundy,2011,14078,Forever Friends Great Dane Rescue Inc.,Verona,60479,,,,,,,5,,36,,,3,0,,,,,,0,,,,,,0,36,0,0
881,Grundy,2012,3700,Grundy County Animal Control,Morris,60450,Animal Control,,,,,,22,257,71,111,62,21,23,282,19,3,152,9,,3,3,,,0,542,93,114,214
882,Grundy,2010,3700,Grundy County Animal Control,Morris,60450,Animal Control,,,,,,,299,87,130,70,,,359,15,8,267,,,,,,,,658,102,138,337
883,Grundy,2011,3700,Grundy County Animal Control,Morris,60450,Animal Control,,,,,,,268,85,117,62,22,,299,109,3,192,23,0,2,,,,2,569,194,120,254
884,Grundy,2012,7683,Gundy County Humane Society,Coal City,60416,Animal Shelter,,,,,,0,21,19,2,0,0,0,8,7,1,,0,,,,,,,29,26,3,0
885,Grundy,2010,7683,Gundy County Humane Society,Coal City,60416,Animal Shelter,,,,,,,63,57,1,0,,,19,12,0,4,,,0,0,0,0,,82,69,1,4
886,Grundy,2011,7683,Gundy County Humane Society,Coal City,60416,Animal Shelter,,,,,,1,23,22,0,1,1,2,2,2,,,2,,,,,,,25,24,0,1
887,Grundy,2012,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,39,43,139,217,,12,87,82,1,0,16,31,366,356,0,4,37,0,0,0,0,0,0,453,438,1,4
888,Grundy,2010,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,85,47,142,161,,,99,132,3,3,,,212,303,2,7,,,,,,,,311,435,5,10
889,Grundy,2011,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,32,36,87,262,,16,64,68,5,1,12,53,327,349,3,2,31,,,,,,,391,417,8,3
890,Grundy,2012,14323,Peanuts Small Dog Rescue,Gardner,60424,Animal Shelter,29,19,0,0,0,0,58,,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,1
891,Grundy,2013,3700,Grundy County Animal Control,Morris,60450,Animal Control,62,,24,,0,21,277,62,155,37,18,9,270,24,7,163,25,,4,4,,,0,551,90,162,200
892,Grundy,2014,14289,All Those Left Behind Animal Rescue,Morris,60450-8388,Animal Shelter,,,,,,9,27,16,0,0,20,6,1,7,0,0,0,0,0,0,0,0,0,28,23,0,0
893,Grundy,2014,10409,C.O.P.E.,Coal City,60416-9522,Animal Shelter,,,18,,,0,0,0,0,0,0,48,,15,,3,30,0,0,0,0,0,0,0,15,0,3
894,Grundy,2014,7683,Grundy County Humane Society,Coal City,60416-1071,,,,,,,,16,15,1,0,0,0,3,3,,,0,,,,,,,19,18,1,0
895,Grundy,2014,8514,Just Animals Placement Service,Mazon,60444-3705,Animal Shelter,26,13,85,284,0,10,41,39,0,0,12,74,368,369,0,6,67,,,,,,,409,408,0,6
896,Grundy,2014,3700,Grundy County Animal Control,Morris,60450-8336,Animal Control Facility,61,,9,,,18,240,61,122,38,9,25,212,9,8,92,31,,,,,,,452,70,130,130
897,Grundy,2013,14289,All Those Left Behind Animal Rescue,Morris,60450,Animal Shelter,,,,,,11,105,104,0,3,9,6,2,6,0,0,2,1,1,1,0,1,0,108,111,0,4
898,Grundy,2013,7683,Grundy County Humane Society,Coal City,60416,Animal Shelter,,,,,,1,19,20,0,0,0,2,4,6,0,0,0,,,,,,,23,26,0,0
899,Grundy,2013,8514,Just Animals Placement Service,Mazon,60444,Animal Shelter,18,5,81,224,,16,28,23,0,0,5,37,343,342,2,1,35,0,0,0,0,0,0,371,365,2,1
900,Hamilton,2012,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,0,0,0,0,0,2,39,20,17,2,4,0,4,0,0,4,0,0,0,0,0,0,0,43,20,17,6
901,Hamilton,2010,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,0,0,0,,,,45,32,13,0,,,14,14,0,0,,,0,0,0,0,,59,46,13,0
902,Hamilton,2011,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,,,,,,0,13,,12,1,0,0,2,,2,,0,0,2,1,1,,0,17,1,15,1
903,Hamilton,2013,5801,City of Mcleansboro,Mcleansboro,62859,Animal Control,0,0,0,0,0,2,39,33,2,4,3,0,0,0,0,4,0,0,0,0,0,0,0,39,33,2,8
904,Hamilton,2014,5801,City of McLeansboro,McLeansboro,62859-1143,Animal Shelter,,,,,,1,59,34,13,9,3,0,13,8,0,5,0,,,,,,,72,42,13,14
905,Hancock,2012,1520,Hancock County Dog Pound,Basco,62313,Animal Control,0,0,0,0,0,0,206,130,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,206,130,42,34
906,Hancock,2010,1520,Hancock County Dog Pound,Basco,62313,Animal Control,0,0,0,0,0,,349,222,57,70,,,0,0,0,0,,,0,0,0,0,,349,222,57,70
907,Hancock,2011,1520,Hancock County Dog Pound,Basco,62313,,0,0,0,0,0,0,320,217,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,320,217,56,47
908,Hancock,2010,10626,Hearts of Hancock Humane Society,Carthage,62321,Animal Shelter,,,,,,,,2,,,,,2,,,,,,,,,,,2,2,0,0
909,Hancock,2011,10626,Hearts of Hancock Humane Society,Carthage,62321,Animal Shelter,,,,,,0,,2,,,0,7,,,,,7,,,,,,,0,2,0,0
910,Hancock,2012,10626,Hearts of Hancock Humane Society,Carthage,62321,,0,0,0,0,0,2,2,4,0,0,0,25,10,18,0,0,17,0,0,0,0,0,0,12,22,0,0
911,Hancock,2010,11366,My Mathew's House,Carthage,62321,Animal Shelter,,,,,,,,,,,,,31,26,0,0,,,,,,,,31,26,0,0
912,Hancock,2011,11366,My Mathew's House,Carthage,62321,Animal Shelter,0,0,0,0,0,0,,,,,,93,12,10,0,1,97,,,,,,,12,10,0,1
913,Hancock,2012,13923,West Hancock Canine Rescue,Hamilton,62341,Animal Shelter,0,0,0,0,0,0,152,152,0,0,0,0,,,,,0,0,,,,,0,152,152,0,0
914,Hancock,2010,13923,West Hancock Canine Rescue,Nauvoo,62354,Animal Shelter,,,,,,,191,4,1,0,,,6,0,0,0,,,0,0,0,0,,197,4,1,0
915,Hancock,2011,13923,West Hancock Canine Rescue,Carthage,62321,Animal Shelter,,,,,,3,255,6,2,0,6,0,20,2,1,0,2,,0,0,0,0,,275,8,3,0
916,Hancock,2013,1520,Hancock County Dog Pound,Basco,62313,Animal Control,0,0,0,0,0,,183,104,45,34,,,,,,,,,,,,,,183,104,45,34
917,Hancock,2014,10626,Hearts of Hancock Humane Society,Carthage,62321-0175,Animal Shelter,0,0,0,0,0,4,13,14,0,0,3,22,20,15,0,2,25,0,0,0,0,0,0,33,29,0,2
918,Hancock,2014,13923,West Hancock Canine Rescue,Hamilton,62341-0288,Animal Shelter,,,,,,0,43,37,0,0,6,0,0,,,,0,0,0,,,,0,43,37,0,0
919,Hancock,2014,1520,Hancock County Dog Pound,Basco,62313-2110,Animal Control Facility,0,0,0,0,0,0,168,97,42,29,,,,,,,,,,,,,,168,97,42,29
920,Hancock,2013,10626,Hearts of Hancock Humane Society,Carthage,62321,Animal Shelter,0,0,0,0,0,4,13,14,0,0,3,22,14,11,0,1,24,0,0,0,0,0,0,27,25,0,1
921,Hancock,2013,13923,West Hancock Canine Rescue,Hamilton,62341,Animal Shelter,,,,,,0,39,27,0,0,12,0,,,,,0,0,,,,,0,39,27,0,0
922,Hardin,2012,8564,City of Rosiclare,Rosiclare,62982,,0,0,0,0,0,0,32,29,3,0,0,,,,,,,,,,,,,32,29,3,0
923,Hardin,2010,8564,City of Rosiclare,Rosiclare,62982,,0,0,0,0,0,0,19,0,19,0,0,,,,,,,,,,,,,19,0,19,0
924,Hardin,2011,8564,City of Rosiclare,Rosiclare,62982,,0,0,0,0,0,0,10,6,4,0,0,,,,,,,,,,,,,10,6,4,0
925,Hardin,2013,8564,City of Rosiclare,Rosiclare,62982,Animal Control,,,,,,0,21,3,17,0,1,,,,,,,,,,,,,21,3,17,0
926,Hardin,2014,8564,City of Rosiclare,Rosiclare,62982-0578,Animal Control Facility,,,,,,,14,5,4,0,2,,,,,,,,,,,,,14,5,4,0
927,Henderson,2012,4651,Henderson County Dog Pound,Oquawka,61469,Animal Control,0,0,0,0,0,0,96,50,40,0,0,,,,,,,,,,,,,96,50,40,0
